,Uniprot_id,Gene,Sequence_length,Mol_weight_Delton,Family_class,KEGG_Pathways,Associated_PDBs
232,Q93055,,,,,[],[]
233,Q93056,BRCA1,26,2958,,[],[]
234,Q93057,PAX5,14,1683,,[],[]
235,Q93058,IL15,162,18086,IL15,['hsa:3600'],"['2XQB', '2Z3Q', '2Z3R', '4GS7']"
236,Q93059,PCP4,62,6791,,['hsa:5121'],['2N77']
237,Q93060,,,,,[],[]
238,Q93061,PCMT1,227,24636,,['hsa:5110'],"['1I1N', '1KR5']"
239,Q93062,RBPMS,196,21802,RRM_1,['hsa:11030'],"['5CYJ', '5DET']"
240,Q93063,EXT2,718,82255,Exostosin,['hsa:2132'],[]
241,Q93064,ST8SIA1,356,40519,Glyco_transf_29,['hsa:6489'],[]
242,Q93065,HCGIX,77,8694,,[],[]
243,Q93066,UBE3A,875,100688,AZUL,['hsa:7337'],"['1C4Z', '1D5F', '1EQX', '2KR1', '4GIZ', '4XR8', '6SJV', '6SLM', '6TGK', '6U19']"
244,Q93067,MOK,419,48014,Pkinase,['hsa:5891'],[]
245,Q93068,,,,,[],[]
246,Q93069,ART3,389,43923,ART,['hsa:419'],[]
247,Q93070,ART4,314,35878,ART,['hsa:420'],[]
248,Q93071,,,,,[],[]
249,Q93072,STAB1,2570,275482,EGF_3,['hsa:23166'],[]
250,Q93073,SECISBP2L,1101,121776,Ribosomal_L7Ae,['hsa:9728'],[]
251,Q93074,MED12,2177,243081,Med12,['hsa:9968'],[]
252,Q93075,TATDN2,761,85023,TatD_DNase,['hsa:9797'],[]
253,Q93076,GPT,496,54637,Aminotran_1_2,['hsa:2875'],[]
254,Q93077,H2AC6,130,14105,Histone,['hsa:8334'],"['6C0W', '6MUO', '6MUP', '6UPK', '6UPL', '7A08', '7U46', '7U47', '7U4D']"
255,Q93078,H2BC4,126,13906,Histone,"['hsa:3017', 'hsa:8339', 'hsa:8343', 'hsa:8344', 'hsa:8346', 'hsa:8347']","['5GT0', '5KGF', '6ACO', '6C0W', '6FML', '6R0C', '6RNY', '6SE0', '6SE6', '6SEE', '6SEF', '6SEG', '6UPK', '6UPL', '6X59', '6X5A', '6XJD', '7A08', '7JO9', '7JOA', '7U46', '7U47', '7U4D']"
256,Q93079,H2BC9,126,13892,Histone,['hsa:8345'],[]
257,Q93080,H2BC4,126,13906,Histone,"['hsa:3017', 'hsa:8339', 'hsa:8343', 'hsa:8344', 'hsa:8346', 'hsa:8347']","['5GT0', '5KGF', '6ACO', '6C0W', '6FML', '6R0C', '6RNY', '6SE0', '6SE6', '6SEE', '6SEF', '6SEG', '6UPK', '6UPL', '6X59', '6X5A', '6XJD', '7A08', '7JO9', '7JOA', '7U46', '7U47', '7U4D']"
258,Q93081,H3C1,136,15404,Histone,"['hsa:8350', 'hsa:8351', 'hsa:8352', 'hsa:8353', 'hsa:8354', 'hsa:8355', 'hsa:8356', 'hsa:8357', 'hsa:8358', 'hsa:8968']","['1CS9', '1CT6', '1O9S', '1Q3L', '2B2T', '2B2U', '2B2V', '2B2W', '2C1J', '2C1N', '2CO0', '2CV5', '2FSA', '2KWJ', '2KWK', '2L75', '2LBM', '2LGG', '2M0O', '2NDF', '2NDG', '2OQ6', '2OT7', '2OX0', '2RI7', '2RR4', '2UXN', '2V85', '2V89', '2VNF', '2VPG', '2X0L', '3A1B', '3AFA', '3AVR', '3AYW', '3AZE', '3AZF', '3AZG', '3AZH', '3AZI', '3AZJ', '3AZK', '3AZL', '3AZM', '3AZN', '3B95', '3FDT', '3KMT', '3KQI', '3LQI', '3LQJ', '3MP1', '3O34', '3O35', '3O37', '3QJ6', '3RIG', '3RIY', '3SOU', '3SOW', '3U31', '3U3D', '3U4S', '3U5N', '3U5O', '3U5P', '3UEE', '3UEF', '3UIG', '3UII', '3UIK', '3V43', '3W96', '3W97', '3W98', '3W99', '3WA9', '3WAA', '3WKJ', '3X1S', '3X1T', '3X1U', '3X1V', '3ZG6', '3ZVY', '4A0J', '4A0N', '4A7J', '4BD3', '4C1Q', '4F4U', '4F56', '4FWF', '4HON', '4I51', '4L7X', '4LK9', '4LKA', '4LLB', '4LXL', '4N4H', '4QBQ', '4QBR', '4QBS', '4TN7', '4U68', '4UP0', '4UY4', '4X3K', '4Y6L', '4YHP', '4YHZ', '4YM5', '4YM6', '4Z0R', '4Z2M', '5AV5', '5AV6', '5AV8', '5AV9', '5AVB', '5AVC', '5B24', '5B2I', '5B2J', '5B31', '5C11', '5C13', '5C3I', '5CPI', '5CPJ', '5CPK', '5D6Y', '5DAH', '5FB0', '5FB1', '5FFV', '5GH9', '5GSE', '5GSU', '5GT0', '5GT3', '5GTC', '5H6Q', '5H6R', '5HJB', '5HJC', '5HJD', '5HYN', '5IQL', '5J3V', '5J9S', '5JHN', '5JIN', '5JIY', '5JJ0', '5JRG', '5KJH', '5KJI', '5KKL', '5LUG', '5M5G', '5MR8', '5NNC', '5NND', '5OY3', '5SVX', '5SVY', '5SZB', '5SZC', '5T0K', '5T0M', '5T1G', '5T1I', '5T8R', '5TBN', '5TDR', '5TDW', '5U2J', '5V21', '5V22', '5VA6', '5VAB', '5VGE', '5VNB', '5WFC', '5WLE', '5WVO', '5WXG', '5WXH', '5WYI', '5X60', '5XF3', '5XF4', '5XF5', '5XFQ', '5XFR', '5XNV', '5XTZ', '5Y0C', '5Y0D', '5Y20', '5Y2F', '5Z23', '5Z30', '6AXJ', '6AZE', '6BHD', '6BHE', '6BHG', '6BHH', '6BHI', '6D07', '6D08', '6E83', '6E86', '6F6D', '6HKT', '6HTS', '6IEU', '6IIS', '6IIT', '6IPU', '6IQ4', '6JOU', '6JR0', '6JR1', '6JXD', '6K1I', '6K1J', '6K1K', '6KE9', '6KVD', '6L49', '6L4A', '6L9H', '6L9Z', '6LA2', '6LA8', '6LA9', '6LAB', '6LE9', '6LER', '6LS6', '6LSD', '6M3V', '6M44', '6M4D', '6M4G', '6M4H', '6MIL', '6MIM', '6MIN', '6MIO', '6MIQ', '6PA1', '6PAG', '6R8Y', '6R8Z', '6R90', '6R91', '6R92', '6R93', '6R94', '6T90', '6T93', '6UPK', '6UPL', '6USJ', '6V2H', '6V2K', '6V3N', '6V41', '6V92', '6VIL', '6WAV', '6WW4', '6YIF', '6YIH', '6YOV', '7BWD', '7C0M', '7CCQ', '7CCR', '7CFP', '7CFQ', '7COW', '7D1Z', '7DBP', '7E8D', '7K5X', '7K5Y', '7K60', '7K61', '7K63', '7KLR', '7LBK', '7LBO', '7LBP', '7LBQ', '7LYA', '7LYB', '7LYC', '7MJU', '7NL0', '7SCY', '7SCZ', '7V6Q']"
259,Q93082,ATP2B1,1220,134685,ATP_Ca_trans_C,['hsa:490'],['6A69']
260,Q93083,MT1L,61,6062,Metallothio,[],[]
261,Q93084,ATP2A3,999,109256,Cation_ATPase_C,['hsa:489'],[]
262,Q93085,DECR1,335,36068,,['hsa:1666'],"['1W6U', '1W73', '1W8D']"
263,Q93086,P2RX5,422,47205,,['hsa:5026'],[]
264,Q93087,P2RX5,422,47205,,['hsa:5026'],[]
265,Q93088,BHMT,406,44998,S-methyl_trans,['hsa:635'],"['1LT7', '1LT8', '4M3P']"
266,Q93089,CYP1B1,543,60846,p450,['hsa:1545'],"['3PM0', '6IQ5']"
267,Q93090,IDH1,414,46659,Iso_dh,['hsa:3417'],"['1T09', '1T0L', '3INM', '3MAP', '3MAR', '3MAS', '4I3K', '4I3L', '4KZO', '4L03', '4L04', '4L06', '4UMX', '4UMY', '4XRX', '4XS3', '5DE1', '5GIR', '5K10', '5K11', '5L57', '5L58', '5LGE', '5SUN', '5SVF', '5TQH', '5YFM', '5YFN', '6ADG', '6B0Z', '6BKX', '6BKY', '6BKZ', '6BL0', '6BL1', '6BL2', '6IO0', '6O2Y', '6O2Z', '6PAY', '6Q6F', '6U4J', '6VEI', '6VG0']"
268,Q93091,RNASE6,150,17196,RnaseA,['hsa:6039'],"['4X09', '5OAB', '6ENP', '6MV6', '6MV7']"
269,Q93092,Taldo1,337,37387,TAL_FSA,['mmu:21351'],"['2CWN', '2E1D']"
270,Q93093,MANB,323,37152,Glyco_hydro_38N,[],[]
271,Q93094,MAN2B1,1011,113744,Alpha-mann_mid,['hsa:4125'],[]
272,Q93095,,84,9699,Y_phosphatase,[],[]
273,Q93096,PTP4A1,173,19815,DSPc,['hsa:7803'],"['1RXD', '1XM2', '5BX1']"
274,Q93097,WNT2B,391,43770,wnt,['hsa:7482'],[]
275,Q93098,WNT8B,351,38721,wnt,['hsa:7479'],[]
276,Q93099,HGD,445,49964,HgmA,['hsa:3081'],"['1EY2', '1EYB']"
277,Q93100,PHKB,1093,124884,Glyco_hydro_15,['hsa:5257'],[]
278,Q93101,,151,15734,Globin,[],[]
279,Q93102,,175,19145,,[],[]
280,Q93103,,197,21633,Allatostatin,[],[]
281,Q93104,,103,12016,ER,[],[]
282,Q93105,InR,1393,156728,fn3,[],[]
283,Q93106,Acasp1,442,49305,Asp,[],[]
284,Q93107,,753,79294,PBD,[],[]
285,Q93108,,149,16740,EF-hand_1,[],[]
286,Q93109,,214,23617,Anemone_cytotox,[],[]
287,Q93110,Cdc42,191,21413,Ras,['aga:AgaP_AGAP002440'],[]
288,Q93111,,143,16033,Gal-bind_lectin,[],[]
289,Q93112,GstD1,209,23783,GST_C,[],[]
290,Q93113,GstD1,209,23445,GST_C,[],['1PN9']
291,Q93114,,147,15456,Globin,[],"['1DM1', '1MBA', '2FAL', '2FAM', '3MBA', '4MBA', '5MBA']"
292,Q93115,ascut-1,385,42408,Zona_pellucida,[],[]
293,Q93116,,129,14772,Ribosomal_L40e,[],[]
294,Q93117,ANK-1,182,20140,UPA_2,[],[]
295,Q93118,CTL3,192,20811,Lectin_C,['aga:AgaP_AGAP004810'],[]
296,Q93119,,421,35800,,[],[]
297,Q93120,,299,32707,Gp_dh_C,[],[]
298,Q93121,,131,15059,Headcase,[],[]
299,Q93122,,96,10265,DUF148,[],[]
300,Q93123,,114,12834,UQ_con,[],[]
301,Q93124,,107,11797,OSCP,[],[]
302,Q93125,GFP,238,26886,GFP,[],"['1B9C', '1BFP', '1C4F', '1CV7', '1EMA', '1EMB', '1EMC', '1EME', '1EMF', '1EMG', '1EMK', '1EML', '1EMM', '1F09', '1F0B', '1GFL', '1H6R', '1HCJ', '1HUY', '1JBY', '1JBZ', '1JC0', '1JC1', '1KP5', '1KYP', '1KYR', '1KYS', '1MYW', '1Q4A', '1Q4B', '1Q4C', '1Q4D', '1Q4E', '1Q73', '1QXT', '1QY3', '1QYF', '1QYO', '1QYQ', '1RM9', '1RMM', '1RMO', '1RMP', '1RRX', '1S6Z', '1W7S', '1W7T', '1W7U', '1YFP', '1YHG', '1YHH', '1YHI', '1YJ2', '1YJF', '1Z1P', '1Z1Q', '2AH8', '2AHA', '2AWJ', '2AWK', '2AWL', '2AWM', '2B3P', '2B3Q', '2DUE', '2DUF', '2DUG', '2DUH', '2DUI', '2EMD', '2EMN', '2EMO', '2FWQ', '2FZU', '2G16', '2G2S', '2G3D', '2G5Z', '2G6E', '2H6V', '2H9W', '2HCG', '2HFC', '2HGD', '2HGY', '2HJO', '2HQZ', '2HRS', '2JAD', '2O24', '2O29', '2O2B', '2OKW', '2OKY', '2Q57', '2Q6P', '2QRF', '2QT2', '2QU1', '2QZ0', '2WSN', '2WSO', '2WUR', '2Y0G', '2YDZ', '2YE0', '2YE1', '2YFP', '3AI4', '3AI5', '3CB9', '3CBE', '3CD1', '3CD9', '3DPW', '3DPX', '3DPZ', '3DQ1', '3DQ2', '3DQ3', '3DQ4', '3DQ5', '3DQ6', '3DQ7', '3DQ8', '3DQ9', '3DQA', '3DQC', '3DQD', '3DQE', '3DQF', '3DQH', '3DQI', '3DQJ', '3DQK', '3DQL', '3DQM', '3DQN', '3DQO', '3DQU', '3ED8', '3EK4', '3EK7', '3EK8', '3EKH', '3EKJ', '3EVP', '3EVR', '3EVU', '3EVV', '3G9A', '3GEX', '3GJ1', '3GJ2', '3I19', '3K1K', '3LA1', '3O77', '3O78', '3OGO', '3OSQ', '3OSR', '3P28', '3SG2', '3SG3', '3SG4', '3SG5', '3SG6', '3SG7', '3SRY', '3SS0', '3SSH', '3SSK', '3SSL', '3SSP', '3SST', '3SSV', '3SSY', '3ST0', '3SV5', '3SVB', '3SVC', '3SVD', '3SVE', '3U8P', '3UFZ', '3UG0', '3V3D', '3VHT', '3W1C', '3W1D', '3WLC', '3WLD', '3ZTF', '4ANJ', '4AR7', '4AS8', '4B5Y', '4BDU', '4EN1', '4EUL', '4GES', '4GF6', '4H47', '4H48', '4IK1', '4IK3', '4IK4', '4IK5', '4IK8', '4IK9', '4J88', '4J89', '4J8A', '4JFG', '4JRB', '4KA9', '4KAG', '4KEX', '4KF5', '4KW4', '4KW8', '4KW9', '4L12', '4L13', '4L1I', '4LQT', '4LQU', '4LW5', '4N3D', '4NDJ', '4NDK', '4OGS', '4ORN', '4P1Q', '4P7H', '4PA0', '4PFE', '4U2V', '4XBI', '4XGY', '4XL5', '4XOV', '4XOW', '4XVP', '4Z4K', '4Z4M', '4ZF3', '4ZF4', '4ZF5', '5AQB', '5B61', '5BKF', '5BKG', '5DPG', '5DPH', '5DPI', '5DPJ', '5DQB', '5DQM', '5DRF', '5DRG', '5DTX', '5DTY', '5DTZ', '5DU0', '5EHU', '5F9G', '5FGU', '5HBD', '5HGE', '5HW9', '5HZO', '5J2O', '5J3N', '5JZK', '5JZL', '5KTG', '5LEL', '5LEM', '5MA3', '5MA4', '5MA5', '5MA6', '5MA8', '5MA9', '5MAD', '5MAK', '5MSE', '5N9O', '5NHN', '5NI3', '5O89', '5O8B', '5O8C', '5OX8', '5OX9', '5OXA', '5OXB', '5OXC', '5T3I', '5WJ2', '5WJ3', '5WJ4', '5Z6Y', '6AA2', '6AA6', '6AS9', '6B7R', '6B7T', '6B9C', '6DQ0', '6DQ1', '6EFR', '6FLL', '6FWW', '6GEL', '6GEZ', '6GO8', '6GO9', '6GQG', '6GQH', '6GRM', '6HR1', '6HUT', '6IR6', '6IR7', '6ITC', '6JGH', '6JGI', '6JGJ', '6KKZ', '6KL0', '6KL1', '6KRG', '6L27', '6LNP', '6LR7', '6MB2', '6MDR', '6MKS', '6MWQ', '6OA8', '6OFK', '6OFL', '6OFM', '6OFN', '6OFO', '6OG8', '6OG9', '6OGA', '6OGB', '6OGC', '6PFR', '6PFS', '6PFT', '6PFU', '6QQ8', '6QQ9', '6QQA', '6QQB', '6QUH', '6QUI', '6QUJ', '6SM0', '6T39', '6T3A', '6T90', '6UHJ', '6UHK', '6UHL', '6UHM', '6UHN', '6UHO', '6UHP', '6UHQ', '6UHR', '6UN4', '6UN5', '6UN6', '6UN7', '6UZ0', '6UZ3', '6VAL', '6VAM', '6VIO', '6WRF', '6WSG', '6WV3', '6WV4', '6WV5', '6WV6', '6WV7', '6WV8', '6WV9', '6WVA', '6WVB', '6WVD', '6WVE', '6WVF', '6WVG', '6WVH', '6WVI', '6XZF', '6YOV', '6ZUI', '7A7K', '7A7L', '7AA5', '7BWN', '7BYL', '7BYM', '7BYN', '7CD7', '7CD8', '7EDJ', '7K18', '7KM4', '7KS0', '7KS3', '7KUY', '7L31', '7PCA', '7PCZ', '7PD0', '7PNN']"
303,Q93126,,476,53246,7tm_1,[],[]
304,Q93127,,379,42373,7tm_1,[],[]
305,Q93128,,476,53246,7tm_1,[],[]
306,Q93129,,375,41705,Actin,[],[]
307,Q93130,,379,42062,Actin,[],[]
308,Q93131,,375,41721,Actin,[],[]
309,Q93132,,378,41931,Actin,[],[]
310,Q93133,HNF-3,442,48308,Forkhead,[],[]
311,Q93134,,316,35009,WD40,[],[]
312,Q93135,,1689,191076,Ion_trans,[],[]
313,Q93136,692759,322,37894,EF-hand_7,['bmor:692759'],[]
314,Q93137,,960,108125,Exo_endo_phos_2,[],[]
315,Q93138,,460,52181,,[],[]
316,Q93139,,1162,132295,Exo_endo_phos_2,[],['1WDU']
317,Q93140,RPL23,140,14775,Ribosomal_L14,[],[]
318,Q93141,,,,,[],[]
319,Q93142,far-1,178,20328,Gp-FAR-1,[],[]
320,Q93143,cdd,133,14246,dCMP_cyt_deam_1,[],[]
321,Q93144,en.a,63,7564,Homeodomain,[],[]
322,Q93145,en.b,63,7536,Homeodomain,[],[]
323,Q93146,HPS70.1,629,69467,HSP70,[],[]
324,Q93147,HSP70.2,628,69475,HSP70,[],[]
325,Q93148,emb-5,1521,176036,HHH_7,['cbr:CBG_18001'],[]
326,Q93149,acr-3,487,56245,Neur_chan_LBD,['cel:CELE_K11G12.7'],[]
327,Q93150,,,,,[],[]
328,Q93151,,,,,[],[]
329,Q93152,,,,,[],[]
330,Q93153,,,,,[],[]
331,Q93154,,,,,[],[]
332,Q93155,,,,,[],[]
333,Q93156,znf-207,298,33065,,[],[]
334,Q93157,,,,,[],[]
335,Q93158,,,,,[],[]
336,Q93159,,,,,[],[]
337,Q93160,,,,,[],[]
338,Q93161,,,,,[],[]
339,Q93162,,,,,[],[]
340,Q93163,srx-78,324,37943,7TM_GPCR_Srx,['cel:CELE_C01G10.3'],[]
341,Q93164,,,,,[],[]
342,Q93165,,,,,[],[]
343,Q93166,,,,,[],[]
344,Q93167,,,,,[],[]
345,Q93168,ahsa-1,342,38567,Aha1_N,['cel:CELE_C01G10.8'],[]
346,Q93169,,,,,[],[]
347,Q93170,osgl-1,421,46276,TsaD,['cel:CELE_C01G10.10'],[]
348,Q93171,dnj-3,191,22271,DnaJ,['cel:CELE_C01G10.12'],[]
349,Q93172,,,,,[],[]
350,Q93173,,,,,[],[]
351,Q93174,olrn-1,554,62511,Nuc_deoxyri_tr2,[],[]
352,Q93175,,,,,[],[]
353,Q93176,dyn-1,830,93407,Dynamin_M,['cel:CELE_C02C6.1'],[]
354,Q93177,lron-3,363,41927,LRR_8,[],[]
355,Q93178,,,,,[],[]
356,Q93179,,,,,[],[]
357,Q93180,,,,,[],[]
358,Q93181,,,,,[],[]
359,Q93182,,,,,[],[]
360,Q93183,,,,,[],[]
361,Q93184,,,,,[],[]
362,Q93185,,,,,[],[]
363,Q93186,,,,,[],[]
364,Q93187,,,,,[],[]
365,Q93188,,,,,[],[]
366,Q93189,,,,,[],[]
367,Q93190,,,,,[],[]
368,Q93191,,,,,[],[]
369,Q93192,,,,,[],[]
370,Q93193,,,,,[],[]
371,Q93194,rnp-9,312,34936,RRM_1,[],[]
372,Q93195,,,,,[],[]
373,Q93196,,,,,[],[]
374,Q93197,,,,,[],[]
375,Q93198,clc-1,182,19898,Claudin_3,['cel:CELE_C09F12.1'],[]
376,Q93199,,,,,[],[]
377,Q93200,,,,,[],[]
378,Q93201,,,,,[],[]
379,Q93202,,,,,[],[]
380,Q93203,,,,,[],[]
381,Q93204,gpx-5,223,25838,GSHPx,['cel:CELE_C11E4.1'],[]
382,Q93205,del-8,553,63648,ASC,['cel:CELE_C11E4.3'],[]
383,Q93206,,,,,[],[]
384,Q93207,col-62,316,31232,Col_cuticle_N,['cel:CELE_C15A11.6'],[]
385,Q93208,col-35,342,32203,Col_cuticle_N,['cel:CELE_C15A11.1'],[]
386,Q93209,,,,,[],[]
387,Q93210,col-7,316,31240,Col_cuticle_N,['cel:CELE_C15A11.5'],[]
388,Q93211,,,,,[],[]
389,Q93212,sol-1,594,68233,CUB,['cel:CELE_C15A11.3'],[]
390,Q93213,,,,,[],[]
391,Q93214,unc-15,872,100634,Myosin_tail_1,['cel:CELE_F07A5.7'],[]
392,Q93215,,,,,[],[]
393,Q93216,,,,,[],[]
394,Q93217,,,,,[],[]
395,Q93218,,,,,[],[]
396,Q93219,,,,,[],[]
397,Q93220,,,,,[],[]
398,Q93221,,,,,[],[]
399,Q93222,,,,,[],[]
400,Q93223,,,,,[],[]
401,Q93224,,,,,[],[]
402,Q93225,,,,,[],[]
403,Q93226,,,,,[],[]
404,Q93227,marc-3,431,48599,RINGv,['cel:CELE_C17E4.3'],[]
405,Q93228,,,,,[],[]
406,Q93229,mjl-1,125,14497,,['cel:CELE_C17E4.4'],[]
407,Q93230,,,,,[],[]
408,Q93231,,,,,[],[]
409,Q93232,,,,,[],[]
410,Q93233,pabp-2,205,22603,RRM_1,['cel:CELE_C17E4.5'],[]
411,Q93234,,,,,[],[]
412,Q93235,nkb-1,320,36672,Na_K-ATPase,['cel:CELE_C17E4.9'],[]
413,Q93236,,,,,[],[]
414,Q93237,,,,,[],[]
415,Q93238,nra-3,966,102255,,[],[]
416,Q93239,folr-1,280,32305,,['cel:CELE_C17G1.1'],[]
417,Q93240,,,,,[],[]
418,Q93241,,,,,[],[]
419,Q93242,ugt-23,530,59984,UDPGT,['cel:CELE_C17G1.3'],[]
420,Q93243,nas-37,765,85180,Astacin,['cel:CELE_C17G1.6'],[]
421,Q93244,cysl-1,341,35903,PALP,[],[]
422,Q93245,,,,,[],[]
423,Q93246,dsc-1,310,35309,Homeodomain,['cel:CELE_C18B12.3'],[]
424,Q93247,,,,,[],[]
425,Q93248,,,,,[],[]
426,Q93249,cab-1,425,47224,NPDC1,['cel:CELE_C23H4.1'],[]
427,Q93250,,,,,[],[]
428,Q93251,cest-8,605,68610,COesterase,[],[]
429,Q93252,,,,,[],[]
430,Q93253,,,,,[],[]
431,Q93254,cest-9.1,614,69973,COesterase,[],[]
432,Q93255,,,,,[],[]
433,Q93256,,,,,[],[]
434,Q93257,,,,,[],[]
435,Q93258,,,,,[],[]
436,Q93259,,,,,[],[]
437,Q93260,,,,,[],[]
438,Q93261,,,,,[],[]
439,Q93262,,,,,[],[]
440,Q93263,,,,,[],[]
441,Q93264,,,,,[],[]
442,Q93265,,,,,[],[]
443,Q93266,,,,,[],[]
444,Q93267,,,,,[],[]
445,Q93268,,,,,[],[]
446,Q93269,,,,,[],[]
447,Q93270,,,,,[],[]
448,Q93271,,,,,[],[]
449,Q93272,,,,,[],[]
450,Q93273,,,,,[],[]
451,Q93274,,,,,[],[]
452,Q93275,,,,,[],[]
453,Q93276,,,,,[],[]
454,Q93277,,,,,[],[]
455,Q93278,,,,,[],[]
456,Q93279,,,,,[],[]
457,Q93280,,,,,[],[]
458,Q93281,,,,,[],[]
459,Q93282,,,,,[],[]
460,Q93283,,,,,[],[]
461,Q93284,,,,,[],[]
462,Q93285,,,,,[],[]
463,Q93286,,,,,[],[]
464,Q93287,,,,,[],[]
465,Q93288,,,,,[],[]
466,Q93289,,,,,[],[]
467,Q93290,,,,,[],[]
468,Q93291,,,,,[],[]
469,Q93292,,,,,[],[]
470,Q93293,,,,,[],[]
471,Q93294,,,,,[],[]
472,Q93295,,,,,[],[]
473,Q93296,,,,,[],[]
474,Q93297,,,,,[],[]
475,Q93298,,,,,[],[]
476,Q93299,,,,,[],[]
477,Q93300,,,,,[],[]
478,Q93301,,,,,[],[]
479,Q93302,,,,,[],[]
480,Q93303,,,,,[],[]
481,Q93304,,,,,[],[]
482,Q93305,,,,,[],[]
483,Q93306,,,,,[],[]
484,Q93307,,,,,[],[]
485,Q93308,,,,,[],[]
486,Q93309,,,,,[],[]
487,Q93310,,,,,[],[]
488,Q93311,,,,,[],[]
489,Q93312,,,,,[],[]
490,Q93313,irld-24,177,19913,,[],[]
491,Q93314,,,,,[],[]
492,Q93315,cytb-5.1,134,15032,Cyt-b5,['cel:CELE_C31E10.7'],[]
493,Q93316,,,,,[],[]
494,Q93317,,,,,[],[]
495,Q93318,,,,,[],[]
496,Q93319,,,,,[],[]
497,Q93320,,,,,[],[]
498,Q93321,,,,,[],[]
499,Q93322,,,,,[],[]
500,Q93323,lgc-21,462,52405,Neur_chan_LBD,['cel:CELE_C33G3.3'],[]
501,Q93324,,,,,[],[]
502,P79399,HTR1B,150,16941,7tm_1,[],[]
503,O92972,,3010,326767,Flavi_DEAD,[],"['1NB4', '1NB6', '1NB7', '2F55', '2MTS', '2XHU', '2XHV', '2XHW', '2YOJ', '3CSO', '3GNV', '3GNW', '3GOL', '3HKY', '3LKH', '3MWV', '3MWW', '3SKA', '3SKE', '3SKH', '3TYQ', '3TYV', '3U4O', '3U4R', '3UPH', '3UPI', '4DRU', '4EAW', '4GMC', '4IZ0', '4J02', '4J04', '4J06', '4J08', '4J0A', '4JJS', '4JJU', '4JTW', '4JTY', '4JTZ', '4JU1', '4JU2', '4JU3', '4JU4', '4JU6', '4JU7', '4JVQ', '4JY0', '4JY1', '4MZ4', '4OOW', '4RY4', '4RY5', '4RY6', '4RY7', '5CZB', '5NPH', '5NPI']"
504,P30305,CDC25B,580,64987,M-inducer_phosp,['hsa:994'],"['1CWR', '1CWS', '1CWT', '1QB0', '1YM9', '1YMD', '1YMK', '1YML', '1YS0', '2A2K', '2IFD', '2IFV', '2UZQ', '3FQT', '3FQU', '4WH7', '4WH9']"
505,P29460,IL12B,328,37169,IL12p40_C,['hsa:3593'],"['1F42', '1F45', '3D85', '3D87', '3DUH', '3HMX', '3QWR', '4GRW', '5MJ3', '5MJ4', '5MXA', '5MZV', '5NJD', '6UIB', '6WDQ']"
506,P07858,CTSB,339,37822,Peptidase_C1,['hsa:1508'],"['1CSB', '1GMY', '1HUC', '1PBH', '2IPP', '2PBH', '3AI8', '3CBJ', '3CBK', '3K9M', '3PBH', '5MBL', '5MBM', '6AY2']"
507,P09668,CTSH,335,37394,Inhibitor_I29,['hsa:1512'],"['6CZK', '6CZS']"
508,P12314,FCGR1A,374,42632,ig,['hsa:2209'],"['3RJD', '4W4O', '4X4M', '4ZNE']"
509,Q09328,MGAT5,741,84543,DUF4525,['hsa:4249'],"['5ZIB', '5ZIC', '6YJQ', '6YJR', '6YJS', '6YJT', '6YJU', '6YJV']"
510,P79208,PTGS2,603,68969,An_peroxidase,['oas:443460'],[]
511,O51933,ahcY,404,44850,AdoHcyase,['tma:TM0172'],"['3X2E', '3X2F', '5TOV', '5TOW']"
512,Q96AG4,LRRC59,307,34930,LRR_8,['hsa:55379'],[]
513,Q95WR6,,394,42625,Inhibitor_I29,[],[]
514,P15374,UCHL3,230,26183,Peptidase_C12,['hsa:7347'],"['1UCH', '1XD3', '6ISU', '6QML']"
515,Q01579,Gstt1,240,27468,GST_C,['rno:25260'],[]
516,O35492,Clk3,638,73798,Pkinase,['mmu:102414'],[]
517,P08683,Cyp2c11,500,57181,p450,['rno:29277'],[]
518,O15552,FFAR2,330,37144,7tm_1,['hsa:2867'],[]
519,P18870,JUN,314,34358,bZIP_1,['gga:424673'],[]
520,Q12931,TRAP1,704,80110,HSP90,['hsa:10131'],"['4Z1F', '4Z1G', '4Z1H', '4Z1I', '5F3K', '5F5R', '5HPH', '5Y3N', '5Y3O', '6XG6', '7C04', '7C05', '7C7B', '7C7C', '7KCK', '7KCL', '7KCM', '7KLU', '7KLV']"
521,Q9NPB1,NT5M,228,25862,NT5C,['hsa:56953'],"['1MH9', '1Q91', '1Q92', '1Z4I', '1Z4J', '1Z4K', '1Z4L', '1Z4M', '1Z4P', '1Z4Q', '2JAU', '2JAW', '4L6A', '4L6C', '4MUM', '4MWO', '4NFL', '4YIK', '6G22', '6G2L', '6G2M']"
522,Q9Y5Z0,BACE2,518,56180,Asp,['hsa:25825'],"['2EWY', '3ZKG', '3ZKI', '3ZKM', '3ZKN', '3ZKQ', '3ZKS', '3ZKX', '3ZL7', '3ZLQ', '4BEL', '4BFB', '6JSZ', '6UJ0', '6UJ1', '7D5B', '7D5U', '7F1G', '7N4N']"
